"id","review","review_rating"
82,"So I was seting up for the next stream and then I found this lying around, I started to remember ""Oh man this game was a lot of fun"" so I started to play it again and it still is fun today. So here I am sitting here on Amazon.com and figured ""well since my next stream is going to be for a Playstation game why not this first?""MediEvil is a hack and slash game involving the undead, but unlike popular games that involves zombies in some way like Resident Evil this one is less....realistic. The game has a cartoon feel and the back of the box even says that, I usually love cartoons and this one fits the bill in terms of both comedy and graphics. The story is that there is this story teller for a king who kind of went off the deep end by saying he slain an evil wizard named Zarok. Zarok, who overhears this, decideds to declare war and horrified by this and believing in Fortesques (the story teller) story he sends him out to battle but Daniel goes down at the first shot with a welhelm scream and everything. 100 years later Zarok returns but so does Fortesque but this time the cowardly knight is a skeletal one.MediEvil's controls are a little awkward but once you get the hang of them it becomes quite nice, the atmosphere of this game is dark and gritty but not too much. As I said before the gameplay is a hack and slash type thing like God of War but less gory... much, much, much, much, MUCH less gory than that game and it does throw around puzzles. The game does beg for you to get every single chalice (collectables) by throwing in a lot of challenges that can make it easier to complete if you have a certain weapon such as enemies having an insane amount of health and would take literally forever to kill with your second to strongest sword. Because of this getting a 100% on this game is really easy and there is no bad ending for doing a No Chalice run if you so wish to do so.The music is outstanding and some of it is memorable, one of my favorite tracks is the ending theme of this one, the music is compose of a synthesizer and other normal instruments.So how would I rate this game, well I think this game is perfect and is and always on the number one spot of my top ten list of favorite games of all time. For that this game gets a 10/10 stars from me, music, gameplay, and graphics are always great and the controls are a bit awkward as I said but once you get used to it then this game is a blast. ALL HAIL SIR DANIEL FORTESQUE!!!!!!!!!!!!!!!!!!!!!!!",5
83,"As part of the core Team at SONY Computer Entertainment that worked on the development of the Crash series, and helped propel Naughty Dog into the Video Game Industry as a premier Developer, with these million seller Crash games. I'm proud of what we did, and I STILL enjoy the Crash Bandicoot gameplay and graphics. Buy them up folks. I had to buy these because my little girl gave my copies to her little friends back in the '90s. I hadn't given it much thought until now, and realized that I just had to have my own copies again. Yes, I STILL have PlayStation 1, 2, & 3 consoles and WILL buy the second generation PS-4.",5
84,"Let&#8217;s go back in time to one of my favorite PlayStation icons: Crash Bandicoot. For those who don&#8217;t know, Crash Bandicoot is a fictional Eastern Barred Bandicoot who was genetically enhanced by the evil Doctor Neo Cortex who then escaped and set out to stop the evil scientist and his plans. Crash would appear in many games, but the ones I hold dear are the original three on the first PlayStation: Crash Bandicoot, Crash Bandicoot 2: Cortex Strikes Back and Crash Bandicoot 3: Warped. With that said, let&#8217;s take a look at the first one in the series.The first Crash Bandicoot game was released way back in 1996 with Naughty Dog developing the game, Sony Computer Entertainment publishing it and Universal Interactive Studios being the distributors. It was a PlayStation exclusive, but would eventually get re-released as a PS One Classic on the PlayStation Store to be played on the PlayStation 3. The game is definitely kid friendly and appropriate for all ages, Crash Bandicoot is basically a Mario ripoff but a very good one none the less who came up with several original ideas. The story goes that Crash Bandicoot was created by Doctor Neo Cortex and his henchmen Doctor Nitrus Brio. Crash escapes the experiments but leaves his girlfriend Tawna in the process and Crash is swept up to an island and sets out to go rescue her and stop the villains. What&#8217;s weird is that this is the only Crash Bandicoot game on the PlayStation in which Tawna appears in, I don&#8217;t know why though, it&#8217;s definitely unusual. But nonetheless, let&#8217;s continue with the game.The first thing that stands out are the graphics, the graphics for 1996 looked fantastic, they were even better than Super Mario 64 on Nintendo 64 which was released a month later. It definitely gets an A+ for presentation. The game was a huge hit and was the first non-Japanese game to achieve commercial success in the country. Now, let&#8217;s discuss the actual gameplay.The game is nonetheless a platformer in which you control Crash Bandicoot across three islands to defeat Doctor Cortex and rescue your girlfriend. The game is split into levels with one basic goal: get to the end without dying. You start out with four lives and its one hit deaths from being touched by enemies or falling into water or a pit. Yeah, it&#8217;s weird how water kills Crash even though he fell in the water at the introduction and was floating away to one of the islands and survived. Why is it that these characters who are very athletic can&#8217;t figure out how to swim? I hate games that do this because when you see water, you&#8217;re never sure if the game will allow you to swim. It&#8217;s stupid and what&#8217;s weird is that in the third game Crash does swim underwater with scuba gear. So really the game is a huge contradiction of itself.You can get more one ups by finding them across levels or collecting 100 apples which are basically the coins of Super Mario Bros, but the apples are everywhere in this game so it&#8217;s really easy to get a one up, you could literally get at least three lives per level. Attack moves include jumping in the air and landing on an enemy or using a spin move in a tornado fashion to knock enemies off-screen, I like that, even if it&#8217;s a rip-off of Super Mario World. You also find this Mask that helps you on your journey, if you find it, it gives you an extra hit point, but you don&#8217;t actually wear the mask it just follows you. If you get three masks without losing one, you turn invincible for a brief time much like the Starman&#8217;s in Super Mario Bros.The boxes are also a rip-off of Super Mario Bros. in which they have question marks on them and you have to destroy the boxes to gain prizes. But not all boxes are the same, there are boxes without question marks, arrow boxes that propel you in the air, boxes with exclamation marks which makes boxes appear out of nowhere, checkpoint boxes that act as a save spot for the level and TNT boxes which explode after three seconds when you jump on them, whatever you do, don&#8217;t spin attack them because they will immediately explode.A strange feature in these boxes is that you can get Tawna tokens that act as a bonus level so you can get some extra fruit and one ups. What&#8217;s weird is that Tawna is in this level but she doesn&#8217;t let you rescue her for some odd reason, but what&#8217;s even stranger is that completing the bonus level is the only way to save the game or get a password. I don&#8217;t understand why early PlayStation games didn&#8217;t allow you to save anytime you want. Every video game that can support a memory card should do that, I hate writing down passwords so I can continue. But the password is only eight digits and the main buttons on the PlayStation controller act as the characters so it&#8217;s at least not a long and annoying password.If you complete an entire level without losing a life and manage to destroy all the boxes, you&#8217;ll get rewarded with a gem, this was a flaw with the game because it makes the game way too damn hard and every future Crash Bandicoot game let you get the gem even if you die as long as you break all the crates. Some gems can act as platforms to help you get across areas that are impossible to reach, much like the vine in Super Mario Bros.Now while this game has some flaws, it&#8217;s still a good game overall, it&#8217;s not as good as the second and third game, but it&#8217;s definitely fun and enjoyable. The creativity is good, has a good challenge and the graphics are fantastic. If you have a PlayStation Network account, give this game a chance, it&#8217;s only $6 on the PlayStation Store so it&#8217;s not expensive or anything. It&#8217;s definitely a classic.FINAL RATING:  8 out of 10",4
85,"On hog ride. People has misplaced faces and they look like they took drugs. This game sucked. :) Sonic is better!!!",2
86,"Having helped bring the series to fruition back in the '90s I had a tremendous opportunity to see and play them. The Developer, Naughty Dog had a great idea, and we at SONY helped them succeed. I love the gameplay, the graphics, the music and the humor. Lots of great animations and funny sounds, such as: &#34;Oombadegha!&#34;. You'll just have to play the game to find out what I'm talking about. I'm proud to have been a part of the success of this series. The REAL tribute goes to the millions of you gamers who bought the game and enjoyed the fruits of our labor of love. Oombadegha!",5
87,"This is where the Crash Bandicoot games got really, really good. Everything that the first game got wrong; the second game got it right. The second game was released in 1997 as a PlayStation exclusive called Crash Bandicoot 2: Cortex Strikes Back; obviously reference to Star Wars: The Empire Strikes Back. This game is also available on the PlayStation Store as a PS One Classic to be played on either the PlayStation 3, PlayStation Portable or PlayStation Vita for only $6 so I&#8217;d recommend getting that version if you are interested. Developed by Naughty Dog, published by Sony Computer Entertainment and distributed by Universal Interactive Studios, the second game was better than the first game in pretty much every way. The second game takes place immediately after the first one as Doctor Neo Cortex survives the battle against Crash in the first game and decides to use crystals to power the Cortex Vortex to take over the Earth. He decides to abduct Crash Bandicoot to gather the crystals making him believe he wants to use the crystals to save the Earth. We also meet Crash&#8217;s sister Coco who is suspicious of Cortex&#8217;s true intentions. Meanwhile, Doctor Nitrus Brio who was Cortex&#8217;s right hand man wants Crash to gather gems so he could destroy Cortex and the Cortex Vortex orbiting Earth so we are presented with many people wanting to side with us, all with different intentions.The gameplay is a platformer in which you control Crash Bandicoot across 30 levels to gather crystals and gems. The game takes place in a series of six &#8220;Warp Rooms&#8221; which as the hub areas of the game. Each Warp Room contains five portals leading to a level. The goal of the level is to obtain crystals and gems throughout the path. Crystals are placed somewhere along the path whereas gems are obtained by either destroying all the crates, or in bonus levels or secret levels; once you obtain the crystal or gem, you have to reach the end of the level, if you exit the level by using the start menu with a crystal, you will lose it. I guess they made it that way to be hard. Once you obtain all five crystals in a Warp Room, you then have to ride the platform in the center of the room to move to the next Warp Room, however you have to fight and defeat a boss character before gaining access. Ripper Roo is back as a boss who is one of the more interesting bosses as he goes from a genius scientist to a mentally unstable psychopath when Crash hurts him, I can&#8217;t help but laugh at this. Then there&#8217;s the fight with Tiny Tiger across floating platform that drop, the goal is to have Tiny be on that platform when it drops and in true cartoon fashion he floats in the air for about a second and then falls, I love that. I was kind of disappointed that the final boss fight was too easy, but whatever.The gameplay is like the first game except with new controls, Crash can now slide across the ground, perform a body slam, crawl on all fours and even slide across the ground and jump immediately to reach higher places. Some enemies can only be defeated by one of these methods so the game has strategy which is nice. The boxes are back which once again have to be broken in order to obtain extra lives and gems. But what&#8217;s nice is you can die and still get the gem without having to restart the level like with the first game. A new famous box is the Nitro Boxes which explode upon any physical contact, but fortunately there is a green colored box with an exclamation mark on it that will explode all the Nitro Boxes in the level once struck. The game also features bonus levels which contain hidden boxes, extra lives and even gems.As a kid, I played the s*** out of this game. It was only recently I managed to beat it 100% because it is both challenging and fun, but it&#8217;s easier than the first game so if you were expecting a greater challenge, you will be disappointed, but the controls, smoother gameplay and the fact you can save anytime you want as long as you are in the Warp Room makes this game a far superior game than the first one.FINAL RATING: 9.5 out of 10",5
88,"This game is a lot of fun! The environments are adorable and the gameplay is a lot of fun. There is quite a bit of stuff to do and the game is kind of challenging. My only problem is the movement is a little goofy feeling at first, but you will get used to it.",4
89,"Overall, it's a pretty good game. 1 star taken off because it does not feature the original soundtrack, and because of this many levels are silent or have different music. another star taken off because of load times, the graphics, lag (come on, no amount of enemies should make a game like this lag), and the censoring of some levels. Also, no 2-player Co-op, only online which is stupid. If you simply MUST have it on PSX then you'll enjoy it, if not then just buy the PC version.",2
90,"To begin this review firsthand if you're the hi-res FPS and all those sophisticated functions make you happy?then by all means enjoy.The graphics are 2D and you can't duck behind rocks to shoot or yield two weapons at a time...this is old-school baby!So 'why rate this game so highly' you might ask?well here's why I like this particular Doom...*You'll get Ultimate Doom and Doom II(which was a dynamite sequel) with 50+ levels...that's a lot of game time.*Doom in general is just pulsing with atmosphere:from a listening perspective you can hear the monsters growling or the raspy sounds of the Imps down the hall which does mess with your head especially if they're blindsiding you.Flickering lights,stumbling into a room that's completely and full of monsters,or hitting a switch that unleashes a ton of monsters...defend yourself or die!The dark mood that Doom provides is very thick for early 90's fare.*Some people think for an old game like this there's lifeless brown or grey colored levels on flat land without even playing it...not true.Pentagrams everywhere,corpses impaled,walls made from flesh,scrolling walls made from intestines.I think it's the eighth level on Doom I you meet the barons of hell in the center a star-shaped room that's like a temple most unexpectedly...caught me completely off guard first time I ever played Doom and never forgot it.That's one thing about the older Doom games,chockful of surprising moments!*The enemies of Doom I were good but Doom II they just added more to the roster that were literally far tougher and could kill you quick if you weren't on your toes.Mass quantities of monsters coming at you at once as the Doom series I always found to possess the most intense battles you'll come across on a FPS game.That's not to call any of the newer games weak but by going 2D but ID Software was just able to dish out much more when it came to traps and high volume monster shooting.Conclusion:The controls were decently laid out,audio remastering did the trick,as far as I'm concerned this the inquiry of 'if it's as good or better than the PC version or not' because it's an obsolete game graphics wise.The framerate is pretty smooth to me and the graphics are spot on to me.A bad version of Doom was for the Sega 32X that was a very stripped down and clearly stuck out like a sore thumb to the PC version.The PS1 Version is an awesome alternative and is worth having....5-stars!",5
91,"Graphically, Jet Moto is one of the worst games I've played for the PS1. I prefer the second Jet Moto over this one. It's extremely hard, you only get boost refills once a lap, and the computer controlled players try their best to wreck you. Just an overall frustrating experience.",3
92,"If only the movie was as good.  I've missed playing this game so much, glad to have it back in my collection.",4
93,"This brought back so many memories. The godfather of all games. This is a must have for any avid game collector.",5
94,"I played this on my PS1 shortly after it came out and really enjoyed it. The games graphics, use of pre-rendered backgrounds and creephy atmosphere were far superior to other such games and made for an unforgettable experience.  Unfortunately the game hasn't aged well especially the graphics. They're low resolution and blocky when compared to today's and can make revisiting the game a less than stellar experience. If you're considering playing this I strongly recommend you consider playing the RESIDENT EVIL REMAKE instead.  It's far superior to the original in every way possible. If you really want to play the original game than by all means do so but I found it difficult revisiting it after playing the superior remake.",5
95,"this is a pretty good game except for the music gets annoying sometimes such as the B1 floor of the mansion however the disc had a few scratches it was in good condition ..",4
96,"Soul Blade is the very first game in the Soul Caliber series. I guess it was Soul Blade in the arcade and became Soul Caliber years later for the Dreamcast and they decided just to go with that from then on. It's quite a classic in my opinion. That's actually why I bought it because to be honest the game play has aged a bit and there are much tighter fighting games out there now. It's still a great game to have though. Aside from being the arcade game there is also a weapons master mode in which you select a character and play out a story where you travel the land acquiring new weapons in search of the legendary Soul Blade. If you were into arcade fighting games in the 90's then you should probably have this.",5
97,"like play game as fun and enjoy. haven't play for long time and final get so like play what I can say that all",5
98,"Being a long time Twisted Metal fan this game would have to be my favorite in the series. Amazing Soundtrack, Great level design, unique characters, and an overall fun experience, especially with friends. I highly recommend this to any fan of action games.",5
99,"The title says it all, better than the first and third.  TM Black was good but ultimately it will take a lot to revive the series.",5
100,"Do you remember sitting behind the steering wheel at the arcade and playing this game? I know I do! Brings back a lot of memories!",5
101,"a fun game to battle against your friends.  up to 4 players can play at a time.  this is one fun game to have.",5
102,"There's a strong case for this title being N64's most replayable, with a heart rivaled only by Zelda. The arcade and score-based gameplay alone means competitive revisits, and you can absorb a complete experience in a reasonable timeframe, like a good TV show. Even with the kid friendly premise, there is a sense of true emotion between the characters. You care about Fox, his team, and the strife they encounter. Most of all, this game has yet to be topped for its kind - the closest they got was the 3DS remake, but even that isn't a whole new game (plus the voices were way better in this one).",5
103,"Was glad to find it.  It works great.  Still playing it.  I was hoping I would get as much enjoyment out of it as when I was younger and I DO.  Great replay value.",5
104,"Finer words have never been spoken. StarFox 64 was the long awaited American sequel to the original StarFox for the SNES (Japan got StarFox 2 on SNES while us Americans had to wait for StarFox 64). Excellent game, superb 3D graphics and for the love of Michael Douglas, play with the RUMBLE PACK!",5
105,"This game is so much fun! This is where it all started this game is one of the best mario parties. There's 6 characters who are arguably to this day still the most popular mario characters. There's 50 minigames and 8 fantastic boards!",5
106,"miss play game for long time I haven't play so now final get and play as enjoy. alright thumb up",5
107,"This game had the potential to be great, but the controls were very difficult to maneuver with, as your thumbs will become very sore after trying to move your character with the D-pad for however long you play the game. If you can find yourself a specialized D-Pad for fighting games, or one that can override the Dualshock analog limitations, than you just may be good to go, but you can easily take a lot of damage, and you can't save anywhere like you would be able to if you played any of the Doom games, or Quake. If you want something that will scare the jeepers out of you, then go ahead and play this, but if you want a comfortable game with horror elements, I think you are better off playing Doom 3, Silent Hill, the original Quake or Resident Evil 1-3.These are my two cents.",2
108,"I enjoy watching Tom Cruise do some interesting things in some of the strangest places. Walk around the hotels and things. It is much better than James Bond. It doesn't have all of the gun sounds droning around. Go to the restroom or the bar.",5
109,"I always wondered why I could never beat this game and as a 22 year old adult I figured it out...This game is hard! I will not post any spoilers but this game has done an awesome job with the technology available at the time of it's creation and GTA takes homage to it and based gameplay similarities off it. Anyway, there are not many games in today's day that makes games like this. It creates the atmosphere that you are under an imminent threat and you are never alone but at the same time it's only you that lies between a saved planet and destruction. If you haven't played this game but want to play older games, I would highly recommend this. If you are like me and haven't beaten this game..Give yourself that satisfaction and DO IT!",5
110,"Where do I begin? The graphics are top-notch for the time it was released, and the environments vary from being colorful to plain dark with a very fitting soundtrack that hums perfectly with its perspective locations, and the controls are pretty solid, and you can even use the analog stick, which is pretty neat for a game that was originally released in Japan in 1998 with a 1999 US release. The enemies can be rather creepy, which adds to the overall appeal of it. The story is rather entertaining with plot twists that will keep the player going, and the idea of mist being such a poisonous element to the world seems interesting in itself as there are some deserted towns that were deserted from the movement of such a lethal element. The battles have various combinations that characters can use to defeat opponents, and some of the bosses will require having special moves to defeat them, as they can rake up in difficulty very quickly. Overall, I highly recommend this game to any RPG fan looking for an original story with exciting gameplay. My two cents.",5
111,"Now I can play four man matches in WWF No Mercy without considerably low frame rate and lag. Great product and shipped fast.",5
112,"Getting this new was the best way for me. Can't play Majora's Mask without it :D Plus its a good find for us who still play the Nintendo 64 games",5
113,"Lots of games require this to be installed so it is a MUST. 5 stars because it is needed to play one of the Zeldas!",5
114,"I still remember as a kid on my Birthday when my Dad bought me a N64 with a bunch of games including Donkey kong & a few months ago I bought the N64 from one of my old friends and a while after I bought Donkey kong and other games at a flea market but I had forgotten that to play Donkey Kong it required the Expansion Pak so I came here Bought it hoping that it would arrive and surely it did, all it came in was in one of those Orange envelope things & it wasn't even wrapped in anything when I opened it it was just right there but it's cool cause at least the inside was insulated with Bubble wrap, kept it safe & it looked Brand New. I'm just Happy now that I can play again one of the games I played when I was like around 8 years old and now I'm 19.",5
115,"I loved playing this game back in 1999, so I decided to buy it to have it on my game collection. This game has lots of action, stealth, strategy and the plot is awesome! Id recommend it!",5
116,"No complaints here, some parts of it became rather frustrating however.  A nice venture into a new series, too bad it was slowed down by poor story telling in later games.",5
117,"I have to say that although this game does not include Gannon or Zelda... It is one of my favorite Zelda games. I love the story line, I feel like you get to know the characters much better. It's like playing a book which is how Zelda games, the good ones, tend to feel to me. It carries a message too....I don't wish to spoil it but I will hint that link is in a land of dreams plagued by nightmares. Of the game boy Zelda games,  I would recommend this one the most along with minish cap. Even though this is an older one and 2d it still feels more like a 3d one because it pulls you in. It's not too hard but it is a fair challenge (nothing like the originals) and it could be confusing if you don't know anything about Zelda but....for maybe a second Zelda game this is a good choice.",5
118,"I understand that this is an original, but there are some things I didn't quite like with this game. In the Unknown Dungeon, I climbed a set of stairs and then ended up in a wall! I couldn't move anywhere except for out of it and back to the previous level. Eventually I managed to get up without being forced into the wall. Also, most of the game is Blue if played on the Game Boy Color or Advance systems. Gameplay, music, and the story are all extraordinarily great for a Game Boy title.",4
119,"Overall good purchase. The only issue I had was that the battery had died so I had to send it back but it came back in due time.",4
120,"the game came in good condition and works properly. Its a great game that has an incredible replay value which I appreciate",5
121,"thanks you i love Pokemon games and fun games so big fans Pokemon that why i buy them you know thanks you :)",5
122,"My son is really into Pok&eacute;mon and he loves this game. He is into collecting all the Pok&eacute;mon games he can and loves having added this one.",5
123,"Sonic Heroes! Sonic freaking Heroes. Gosh I love this game, I remember loving it as a kid and I still love it now that I'm older and playing it again. I like having four different unique teams  and stories to play and the play style is a lot of fun too. You should definitely get this game if you are a fan of Sonic!",5
124,"I was hoping this was a racing game, but it's an adventure game, so I am not very happy with it at this time.",2
125,"This game is about some sort of Boeing Aircraft flying around. The models look really nice. Try it for ten minutes.",5
126,"I look forward to playing. All the saves work great no trouble at all. The sticker was torn, but I just took it off and printed out a new one.",5
127,"I remember playing this with my cousin when I was little and while I have played both the others this is still a great game to go back to. This is a must own",5
128,"The game works perfectly and there hasn't been and problems with it so far, and overall it's a really fun game, one of the best Nintendo 64 games in my opinion.",5
129,"The best game for N64. Super Smash Bros. is the best fighting game for four friends. Can't go wrong with this one!",5
130,"Must I say more",5
131,"the system would be a bit better if it had a front lit screen.but it is still awesome.if you are going to get a game for this system i thing you should get zelda and pokemon silver or pokemon gold.thanks for reading",4
132,"love my Gameboy color.",5
133,"The GameBoy Color (picture is a Pocket?) is a pricelessly entertaining handheld, for a retro gamer like myself. Blast from the past!",5
134,"This is a system for the 1990s (as I am sure you know) and is very old school. It is a great system for hand held play, especially if you are into older games.",5
135,"not get clear about that game as nothing good, not work on code i try as nothing and is that fake or not kind code for this game? i don't understand",2
136,"I started playing this game a few months ago and just completed all of it.  Super Mario Bros. Deluxe features not only the 1985 NES original levels, but also the Japanese version levels that North American players couldn't have before.  At that particular time, the only other way that anyone could access those levels was to play Super Mario All Stars for the Super NES/Nintendo Wii.  However, the NES Japanese levels were finally included on this 1999 Game Boy Color port/remake.  (For those of you history buffs, the Japanese version of Super Mario Bros. was actually named Super Mario Bros. 2.  The North American version of SMB2 was completely different and released in 1988 with Wart as the main archvillain, not Bowser.)I actually find the Japanese version of the levels very satisfying and much more challenging.  Some unusual effects will happen, such as Mario/Luigi jumping off a trampoline and into the air off screen for a couple of seconds, entering a ""negative"" warp pipe that brings you back several worlds (i.e., instead of going FORWARD), or seeing Goombas walking in the water levels.Super Mario Bros. Deluxe is one of those games that I could NEVER ever quit playing, even if I wanted to.  So stop reading this already and get this game!! Sadly, Super Mario Bros. Deluxe isn't currently available for download on the Nintendo 2DS/3DS, but it would be very nice if it was.  :)",5
137,"Alpha 3 has a roster that will take you months to master each character. I haven't seen so many Street Fighter characters (31) in one game before for the PS and PS2. The unique feature of this game is the ISM system where you can choose which finisher move you want. The best feature is the World Tour which is practically a Street Fighter RPG (why can't the new Street Fighter games have this?!) where you level up your character as you win matches.",5
138,"After I oiled up the joystick, it was much more responsive afterward. the controller worked well when I got it, but now it works even better.",5
139,"The quality was listed as &#34;Good&#34;It was on the poor side.Analog feels broken, and a feels buttons are sticky.But it did work 2/5",2
140,"It was as described and as well as clean, great product!  I've been playing with it for a few weeks now and it feels nostalgic to be using a like new controller!",5
141,"Just as difficult as I remember.",5
142,"I remember playing this game in my teens, still as fun now as it was for me back then.  Thank you!",5
143,"Go to the options and turn on easy mode. all the rings disappear, and you can fly straight to your objective. It makes a terrible game suck a little less.",3
144,"Once again we have an example of an Amazon vendor claiming one thing and delivering something else.This CD-ROM did not even come in a protective plastic jacket. I suppose little Tommy's parents wouldn't give him the money to purchase one so he could completely fool the Amazon Dupe customer that he paid good money for a legal copy.",1
145,"Back when I first owned my PlayStation, I tried many games from Blockbuster. I've been a fan of Crash Bandicoot, and actually it was that series that compelled me to choose a PlayStation over a Saturn (thank goodness), so I quickly became of fan of platforming games. Not to mention that I loved Super Mario 64, but, since I didn't own an N64, I was forced to play it only when I visited my cousin's.One day, while browsing my local Blockbuster, my sister saw a cover with monkeys on it. With that and Rugrats, she checked out the counter with my selections, and we went home that day to play games. I don't remember what games I checked out (FFIX?), but Ape Escape was the one title we played together until we had to return it.Her following birthday, I bought it for her. You may think, ""Oh, that's nice,"" but I bought it because I actually wanted to play it...It was the first game I've ever completed in its entirety, and I go back from time to time to replay it, no matter how many times I've caught the monkeys. The sequels are good, but this stands out as the first game to fully require the DualShock controller, and the music in this installment is my favorite in the series.Monkeys have taken over different periods of history, and so it's your job to catch them all and bring down the leader. You get helpful gadgetry along the way, and they're all extremely useful and you'll find yourself using them all to the very end. Sometimes some games give you arsenals that become obsolete a few levels later; not here. Every level can use all your tools.The boss fights are sparse, but the final boss more than makes up for it. It remains one of my most favorite boss battles, though, by today's standards, it's pretty easy.I write this review only a couple weeks after my latest playthrough, and the game still holds up extremely well. I thought that, with my years of gaming experience, catching the monkeys would be a lot easier. While I know most of the game's secrets, and the easier levels were far easier than before, the monkeys still prove a challenge to capture. The patterns for boss fights are easy to get down, and I experienced no degradation in my original copy of the game when playing on a PS3.This game should be a requirement for all PlayStation owners.",5
146,"This is my favorite Duke Nukem game. It's got a ton of levels to explore and the variety in the levels keeps things interesting. I played it when it first came out for the N64 and after beating it traded it. I got nostalgic for it so bought it again last year to play. What a great trip down memory lane. I was taken back to the first time I played it and it was just as fun. The graphics look even better on my 46"" lcd than they ever did on my old tube tv. A great game for those who like older shooters with some humor.",5
147,"I saved my allowance for weeks to buy this game when it first game out. Now that I'm an adult(unless you ask my wife) this game is just as awesome as it was then as it is now. The graphics are a bit old but the storyline is one of the best I have ever seen to date.",5
148,"This is just one of those classic games to find my childhood. It really was one of the best RPG's money could buy and still is. Just look at all the fanfare around the game the reason why people still play and talk about this game.",5
149,"Final Fantasy VII was a major hit in 1997 it was also the first final fantasy game not to be on a Nintendo console. This game has gone on to be without a doubt the most popular final fantasy game if not the most popular jrpg game ever made, and with good reason.If I had any complaints about this game its the fact that the graphics while amazing back in 1997 look a bit dated in 2014 which while some of the other final fantasys might look a little jagged around the edges but the have aged better. Which isn't the games fought or nothing given that company's where still getting the foot on the ground in the whole 3d fad in 1997, but it might turn off other players. Everyone kinda has a legoie look to them. In the battle scenes however are really detailed and graphically hold up today. Now for the music 90% of the games soundtrack is amazing for a psx game its highly catchy and without the music I doubt the game would have been quite as popular as it is today. With that being said there is a few tracks in the game that are hard to listen to but most of it is great.Of Coarse the important part about final fantasy is the story and game play. The story without giving out any spoilers for the few that haven't played it yet, in this game is probably the best we will be able to see in a video game (besides final fantasy 6 and maybe star wars knights of the old republic). What I like about the earlier final fantasy games is that its kinda like reading a book only that your playing and immersed into it. So with that being said I actually preferred this over the newer ones with the voice acting. If your a younger gamer or have kids the may have a hard time getting into a final fantasy game until the have reached the age the can read and perhaps this game can even help them learn or want to learn how to read. Also for newcomers of the series you do not need to play any of the previous final fantasy's to understand the story. Most Final Fantasy's with the exception of the ons that have -2 on them have nothing to do with one another story wise other than a few minor references here and there so if you just want to play one final fantasy you are invited to do that.Game play wise this game is very similar to the previous final fantasys IV-VI with the active time battle. This makes the battles a lot more fun as you can not scroll threw everything all day and get a shower before you make your move. With that being said you do have some time before making a move but you do have to be careful. Anyway this is on of the more easier final fantasys although it is still challenging none of the final fantasys (while maybe 13) are casual friendly and this is no different there is a learning curve however if you don't play games much and are sucked into this on you will learn it eventually. Just might have to start over a time or to.Anyway believe it or not despite popular believe this is not the best final fantasy game. Now it is on of the best and is the best final fantasy game to get started with since its slightly easier but I would recommend playing threw Final Fantasy VI as well since after beating VII I discovered more games in the series and found that this game was a lot more fun although similar plus the story of that game completely sucks you in even more than VII does. Along with the soundtrack of VI is just as great if not better.Anyway even though VI is a better game, although a bit more hardcore. VII is still a great follow up for that game and was the game that got me hooked in the series (although I did played the first on on the old nes back in the day) and is on of the best RPGs ever made anyone into rpgs both western and Japanese ones will be happy with this game as long as there willing to sit threw the outdated graphics, they will find a very fun and likable game with great characters (although this is somewhat where final fantasy started going to stereotypical anime people) and a great story.",5
150,"......that hasn't already been said a million times by a million people. The game is that good , it has without question earned it's place among the top 2 or 3 all time RPG's to date. I played many before and hundreds since and this is the only game that had me invested enough in a character and a story line that when that character died I dropped my controller in shock and a small tear may have found it's way down my cheek. It's a game that , especially at the time of it's release was just that good. If you have had enough interest you found yourself already at this page and remarkably reading my humble review than all I can tell you is....STOP READING NOW AND GO BUY IT.......it is just that damn good. Beware on price though. An original black label version can top $100 in auctions if collecting is your thing , avoid the scammer's asking hundred's. Depending on current market $85 to $125 are about right for the black label one's. If you just want to play it and collecting isn't for you the greatest hits version is more reasonable at $25 to $40 , it's the same game either way and the greatest hits one is a steal in terms of entertainment value.",5
151,"When it comes to an RPG, none can top Final Fantasy. With quests galore, a great story, amazing visuals (considering the time period), and customization that is pretty respectable it still can hold its own against games today. There are even multiple optional characters! (Yuffie and Vincent). For anyone interested in gaming and RPGs this game is a must without a doubt.",5
152,"I love FFVII, it's my favorite RPG.  I bought this because my old copy was damaged.  The replacement worked well and was much cheaper than any I found in game stores.",5
153,"If you're a fan, then there's no need to read this any further.  I won't say much, but this is truly one of the greatest RPG's ever made.",5
154,"Follow Claire Redfield of Resident Evil 2 as she searches for her lost brother Chris, only to uncover another sinister plot to unleash a horrible curse on the world in the name of love. Rescue your brother only to be rescued by him. &#34;Code Veronica&#34; made for an awesome pre-Halloween gaming experience, kicking back in a bean bag chair with a bag of candy corn and the lights turned down low. &#34;Code Veronica&#34; is the true third installment in the franchise, but given Capcom's contract with SONY to produce a main-series title on their PlayStation system, their &#34;Nemesis&#34; spin-off took this game's place, and regrettably. &#34;Veronica&#34; is certainly a better game, with a better plot, better graphics, and better gameplay. Additionally, &#34;Veronica&#34; marks the series' last game in the Survival Horror genre before &#34;Resident Evil 4&#34; branched the series into an on-rails pseudo-shooter action-adventure nightmare (no pun intended; this analysis is accurately and justifiably harsh). It is the only game for the DreamCast, all in all, worth playing. It makes little use of the hardware's potential, and is only enjoyable insofar as it is a Resident Evil game.",5
155,"Buy! Best Graphics on the Dreamcast that I've seen, and Fun gameplay to boot!",5
156,"Old school, but great fighting.",5
